id_text,source,target,Type,ancient_author,recipient
P334116,Nabu-belu-kaʾʾin,Naṣibi,undirected,Nabu-belu-kaʾʾin,
P334116,Nabu-belu-kaʾʾin,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334116,Nabu-belu-kaʾʾin,Balaṭi,undirected,Nabu-belu-kaʾʾin,
P334116,Nabu-iqiša,Naṣibi,undirected,Nabu-belu-kaʾʾin,
P334116,Nabu-iqiša,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334116,Nabu-iqiša,Balaṭi,undirected,Nabu-belu-kaʾʾin,
P334116,Naṣibi,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
P334116,Naṣibi,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334116,Naṣibi,Balaṭi,undirected,Nabu-belu-kaʾʾin,
P334116,Il-yadaʾ,Balaṭi,undirected,Nabu-belu-kaʾʾin,
P334116,Il-yadaʾ,Naṣibi,undirected,Nabu-belu-kaʾʾin,
P334116,Il-yadaʾ,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
P334116,Balaṭi,Naṣibi,undirected,Nabu-belu-kaʾʾin,
P334116,Balaṭi,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,
P334104,Issar-duri,Nabu-zeru-ibni,undirected,Issar-duri,
P334104,Issar-duri,Bel-duri,undirected,Issar-duri,
P334104,Issar-duri,Marduk-apla-iddina,undirected,Issar-duri,
P334104,Issar-duri,Nabu-šallim,undirected,Issar-duri,
P334104,Nabu-zeru-ibni,Bel-duri,undirected,Issar-duri,
P334104,Nabu-zeru-ibni,Marduk-apla-iddina,undirected,Issar-duri,
P334104,Nabu-zeru-ibni,Nabu-šallim,undirected,Issar-duri,
P334104,Bel-duri,Marduk-apla-iddina,undirected,Issar-duri,
P334104,Bel-duri,Nabu-zeru-ibni,undirected,Issar-duri,
P334104,Bel-duri,Nabu-šallim,undirected,Issar-duri,
P334104,Marduk-apla-iddina,Nabu-zeru-ibni,undirected,Issar-duri,
P334104,Marduk-apla-iddina,Bel-duri,undirected,Issar-duri,
P334104,Marduk-apla-iddina,Nabu-šallim,undirected,Issar-duri,
P334107,Issar-duri,Bel-iqiša,undirected,Issar-duri,
P314018,Bel-eriba,Adda-ramu,undirected,Bel-eriba,
P334673,Mannu-ki-Ninua,Lutu,undirected,Mannu-ki-Ninua,
P334673,Mannu-ki-Ninua,Ašpa-bara,undirected,Mannu-ki-Ninua,
P334673,Mannu-ki-Ninua,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334673,Lutu,Ašpa-bara,undirected,Mannu-ki-Ninua,
P334673,Lutu,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334673,Ašpa-bara,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P314039,Eṭiru,Bel-iddina,undirected,,
P314302,Šamaš-belu-uṣur,Nabu-ušabši,undirected,Šamaš-belu-uṣur,
P334377,Issar-duri,Guhuru,undirected,Issar-duri,
P313518,Bel-qatika-ṣabat,Kunaya,undirected,,
P334105,Issar-duri,Nibe,undirected,Issar-duri,
P313863,Bel-Harran-belu-uṣur,Marduku,undirected,Sargon II,
P313863,Bel-Harran-belu-uṣur,Marduk-iddina,undirected,Sargon II,
P313863,Marduku,Marduk-iddina,undirected,Sargon II,
P334536,Šarru-emuranni,Sin-iddina,undirected,Šarru-emuranni,
P334109,Issar-duri,Nabu-ahhe-iddina,undirected,Issar-duri,
P334446,Mannu-ki-Ninua,Lutu,undirected,Mannu-ki-Ninua,
P334446,Mannu-ki-Ninua,Ašpa-bara,undirected,Mannu-ki-Ninua,
P334446,Mannu-ki-Ninua,Uppite,undirected,Mannu-ki-Ninua,
P334446,Mannu-ki-Ninua,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334446,Mannu-ki-Ninua,Uaksatar,undirected,Mannu-ki-Ninua,
P334446,Mannu-ki-Ninua,Ramati,undirected,Mannu-ki-Ninua,
P334446,Lutu,Ašpa-bara,undirected,Mannu-ki-Ninua,
P334446,Lutu,Uppite,undirected,Mannu-ki-Ninua,
P334446,Lutu,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334446,Lutu,Uaksatar,undirected,Mannu-ki-Ninua,
P334446,Lutu,Ramati,undirected,Mannu-ki-Ninua,
P334446,Ašpa-bara,Uppite,undirected,Mannu-ki-Ninua,
P334446,Ašpa-bara,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334446,Ašpa-bara,Uaksatar,undirected,Mannu-ki-Ninua,
P334446,Ašpa-bara,Ramati,undirected,Mannu-ki-Ninua,
P334446,Uppite,Nabu-taqqinanni,undirected,Mannu-ki-Ninua,
P334446,Uppite,Uaksatar,undirected,Mannu-ki-Ninua,
P334446,Uppite,Ramati,undirected,Mannu-ki-Ninua,
P334446,Nabu-taqqinanni,Uaksatar,undirected,Mannu-ki-Ninua,
P334446,Nabu-taqqinanni,Ramati,undirected,Mannu-ki-Ninua,
P334446,Uaksatar,Ramati,undirected,Mannu-ki-Ninua,
P334386,Batulu,Ammi-yataʾ,undirected,Il-yadaʾ,
P334386,Ammi-yataʾ,Batulu,undirected,Il-yadaʾ,
P334114,Nabu-belu-kaʾʾin,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334114,Nabu-belu-kaʾʾin,Nashir-Bel,undirected,Nabu-belu-kaʾʾin,
P334114,Nabu-belu-kaʾʾin,Sumaya,undirected,Nabu-belu-kaʾʾin,
P334114,Il-yadaʾ,Nashir-Bel,undirected,Nabu-belu-kaʾʾin,
P334114,Il-yadaʾ,Sumaya,undirected,Nabu-belu-kaʾʾin,
P334114,Nashir-Bel,Sumaya,undirected,Nabu-belu-kaʾʾin,
P334114,Nashir-Bel,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334114,Sumaya,Il-yadaʾ,undirected,Nabu-belu-kaʾʾin,
P334501,Issar-duri,Bel-ahhe-riba,undirected,Issar-duri,
P334346,Il-yadaʾ,Sin-uballiṭ,undirected,Il-yadaʾ,
P313507,Balassu,Šamaš-belu-uṣur,undirected,Nabu-belu-kaʾʾin,
P313507,Balassu,Marduk-šallim,undirected,Nabu-belu-kaʾʾin,
P313507,Šamaš-belu-uṣur,Marduk-šallim,undirected,Nabu-belu-kaʾʾin,
P334837,Aššur-belu-taqqin,Kina,undirected,Il-yadaʾ,
P313785,Eṭiru,Labasi,undirected,,
P313859,Marduk-apla-iddina,Nabu-ereš,undirected,Šarru-emuranni,
P334917,Nabu-belu-kaʾʾin,Amakani,undirected,Mannu-ki-Ninua,
P334917,Nabu-belu-kaʾʾin,Asrukanu,undirected,Mannu-ki-Ninua,
P334917,Nabu-belu-kaʾʾin,Baga-parna,undirected,Mannu-ki-Ninua,
P334917,Nabu-belu-kaʾʾin,Dalta,undirected,Mannu-ki-Ninua,
P334917,Amakani,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334917,Amakani,Asrukanu,undirected,Mannu-ki-Ninua,
P334917,Amakani,Baga-parna,undirected,Mannu-ki-Ninua,
P334917,Amakani,Dalta,undirected,Mannu-ki-Ninua,
P334917,Asrukanu,Baga-parna,undirected,Mannu-ki-Ninua,
P334917,Asrukanu,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334917,Asrukanu,Dalta,undirected,Mannu-ki-Ninua,
P334917,Baga-parna,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334917,Baga-parna,Dalta,undirected,Mannu-ki-Ninua,
P313479,Aššur-belu-taqqin,Marduk-apla-iddina,undirected,Aššur-belu-taqqin,
P334692,Ṣala-il,Il-yadaʾ,undirected,Il-yadaʾ,
P334692,Ṣala-il,Mar-Yakin,undirected,Il-yadaʾ,
P334692,Il-yadaʾ,Mar-Yakin,undirected,Il-yadaʾ,
P334202,Šarru-emuranni,Mar-Zeri,undirected,Šarru-emuranni,
P313504,Šamaš-belu-uṣur,Dalta,undirected,Šamaš-belu-uṣur,
P313504,Šamaš-belu-uṣur,Balassu,undirected,Šamaš-belu-uṣur,
P313504,Dalta,Balassu,undirected,Šamaš-belu-uṣur,
P334861,Šamaš-reʾuwa,Akkadayu,undirected,Šamaš-reʾuwa,
P334861,Šamaš-reʾuwa,Nabu-killanni,undirected,Šamaš-reʾuwa,
P334861,Akkadayu,Nabu-killanni,undirected,Šamaš-reʾuwa,
P334302,Marduk-šarru-uṣur,Aššur-belu-taqqin,undirected,Marduk-šarru-uṣur,
P334302,Marduk-šarru-uṣur,Mar-Zeri,undirected,Marduk-šarru-uṣur,
P334302,Aššur-belu-taqqin,Mar-Zeri,undirected,Marduk-šarru-uṣur,
P334858,Šamaš-belu-uṣur,Nabu-ušabši,undirected,Šamaš-belu-uṣur,
P334539,Šarru-emuranni,Ṣallaya,undirected,Šarru-emuranni,
P314155,Nabu-ašared,Mar-Yakin,undirected,Il-yadaʾ,
P334077,Mannu-ki-Ninua,Dalta,undirected,Mannu-ki-Ninua,
P334077,Mannu-ki-Ninua,Asrukanu,undirected,Mannu-ki-Ninua,
P334077,Mannu-ki-Ninua,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334077,Dalta,Asrukanu,undirected,Mannu-ki-Ninua,
P334077,Dalta,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334077,Asrukanu,Nabu-belu-kaʾʾin,undirected,Mannu-ki-Ninua,
P334635,Marduk-šarrani,Nabu-šarru-ibni,undirected,Marduk-šarrani,
P334635,Marduk-šarrani,Makkame,undirected,Marduk-šarrani,
P334635,Nabu-šarru-ibni,Makkame,undirected,Marduk-šarrani,
P313721,Rapa-il,Bel-iqbi,undirected,Šamaš-belu-uṣur,
P314301,Nabu-belu-kaʾʾin,Humbe,undirected,Nabu-belu-kaʾʾin,
P314301,Nabu-belu-kaʾʾin,Ašpa-bara,undirected,Nabu-belu-kaʾʾin,
P314301,Humbe,Ašpa-bara,undirected,Nabu-belu-kaʾʾin,
P334505,Nabu-belu-kaʾʾin,Karakku,undirected,Nabu-belu-kaʾʾin,
P334505,Nabu-belu-kaʾʾin,Ramati,undirected,Nabu-belu-kaʾʾin,
P334505,Nabu-belu-kaʾʾin,Aššur-ṣabtanni,undirected,Nabu-belu-kaʾʾin,
P334505,Nabu-belu-kaʾʾin,Irtukkanu,undirected,Nabu-belu-kaʾʾin,
P334505,Karakku,Ramati,undirected,Nabu-belu-kaʾʾin,
P334505,Karakku,Aššur-ṣabtanni,undirected,Nabu-belu-kaʾʾin,
P334505,Karakku,Irtukkanu,undirected,Nabu-belu-kaʾʾin,
P334505,Ramati,Karakku,undirected,Nabu-belu-kaʾʾin,
P334505,Ramati,Aššur-ṣabtanni,undirected,Nabu-belu-kaʾʾin,
P334505,Ramati,Irtukkanu,undirected,Nabu-belu-kaʾʾin,
P334505,Aššur-ṣabtanni,Irtukkanu,undirected,Nabu-belu-kaʾʾin,
P313595,Pigat,Ṣabatti,undirected,,
P313814,Nabu-duru-uṣur,Umman-mina,undirected,Nabu-duru-uṣur,
P313814,Nabu-duru-uṣur,Bur-Sila,undirected,Nabu-duru-uṣur,
P313814,Nabu-duru-uṣur,Dalta,undirected,Nabu-duru-uṣur,
P313814,Nabu-duru-uṣur,Aššur-remanni,undirected,Nabu-duru-uṣur,
P313814,Umman-mina,Bur-Sila,undirected,Nabu-duru-uṣur,
P313814,Umman-mina,Dalta,undirected,Nabu-duru-uṣur,
P313814,Umman-mina,Aššur-remanni,undirected,Nabu-duru-uṣur,
P313814,Bur-Sila,Dalta,undirected,Nabu-duru-uṣur,
P313814,Bur-Sila,Aššur-remanni,undirected,Nabu-duru-uṣur,
P313814,Dalta,Aššur-remanni,undirected,Nabu-duru-uṣur,
P334345,Il-yadaʾ,Mar-Yakin,undirected,Il-yadaʾ,
P334345,Il-yadaʾ,Radmanu,undirected,Il-yadaʾ,
P334345,Mar-Yakin,Radmanu,undirected,Il-yadaʾ,
P334206,Šarru-emuranni,Duʾani-Issar,undirected,Šarru-emuranni,
P334671,Eṭiru,Nadin-ahhe,undirected,Nabu-belu-kaʾʾin,
P334671,Eṭiru,Ṣallaya,undirected,Nabu-belu-kaʾʾin,
P334671,Eṭiru,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P334671,Eṭiru,Nabu-leʾi,undirected,Nabu-belu-kaʾʾin,
P334671,Eṭiru,Nabu-taklak,undirected,Nabu-belu-kaʾʾin,
P334671,Nadin-ahhe,Eṭiru,undirected,Nabu-belu-kaʾʾin,
P334671,Nadin-ahhe,Ṣallaya,undirected,Nabu-belu-kaʾʾin,
P334671,Nadin-ahhe,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P334671,Nadin-ahhe,Nabu-leʾi,undirected,Nabu-belu-kaʾʾin,
P334671,Nadin-ahhe,Nabu-taklak,undirected,Nabu-belu-kaʾʾin,
P334671,Ṣallaya,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,
P334671,Ṣallaya,Nabu-leʾi,undirected,Nabu-belu-kaʾʾin,
P334671,Ṣallaya,Nabu-taklak,undirected,Nabu-belu-kaʾʾin,
P334671,Mar-Yakin,Nabu-leʾi,undirected,Nabu-belu-kaʾʾin,
P334671,Mar-Yakin,Nabu-taklak,undirected,Nabu-belu-kaʾʾin,
P334671,Nabu-leʾi,Nabu-taklak,undirected,Nabu-belu-kaʾʾin,
P334778,Ašipa,Nabu-belu-kaʾʾin,undirected,Sargon II,
P313920,Zer-Babili,Kalbi-Uku,undirected,,
P334143,Sin-ahhe-eriba,Ariye,undirected,Sin-ahhe-eriba,
P334143,Sin-ahhe-eriba,Aššur-reṣuwa,undirected,Sin-ahhe-eriba,
P334143,Ariye,Aššur-reṣuwa,undirected,Sin-ahhe-eriba,
P313417,Mannu-ki-Aššur-leʾi,Bel-duri,undirected,Mannu-ki-Aššur-leʾi,
P334586,Ahu-lurši,Mardi,undirected,Ahu-lurši,
P334499,Zeru-ibni,Erra-gamil,undirected,Zeru-ibni,
P334499,Zeru-ibni,Nabu-šumu-uṣur,undirected,Zeru-ibni,
P334499,Zeru-ibni,Ilaʾi-Bel,undirected,Zeru-ibni,
P334499,Erra-gamil,Nabu-šumu-uṣur,undirected,Zeru-ibni,
P334499,Erra-gamil,Ilaʾi-Bel,undirected,Zeru-ibni,
P334499,Nabu-šumu-uṣur,Ilaʾi-Bel,undirected,Zeru-ibni,
P334904,Ṭab-ṣil-Ešarra,Ṣululu,undirected,Ṭab-ṣil-Ešarra,
P334397,Aššur-bani,Kiṣir-Aššur,undirected,Aššur-bani,
P313511,Bel-iqbi,Aššur-ašared,undirected,,
P334113,Ina-šar-Bel-allak,Kina,undirected,Ina-šar-Bel-allak,
P334113,Ina-šar-Bel-allak,Sanda-pi,undirected,Ina-šar-Bel-allak,
P334113,Ina-šar-Bel-allak,Huli,undirected,Ina-šar-Bel-allak,
P334113,Ina-šar-Bel-allak,Kuza,undirected,Ina-šar-Bel-allak,
P334113,Ina-šar-Bel-allak,Ahu-lurši,undirected,Ina-šar-Bel-allak,
P334113,Ina-šar-Bel-allak,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P334113,Kina,Sanda-pi,undirected,Ina-šar-Bel-allak,
P334113,Kina,Huli,undirected,Ina-šar-Bel-allak,
P334113,Kina,Kuza,undirected,Ina-šar-Bel-allak,
P334113,Kina,Ahu-lurši,undirected,Ina-šar-Bel-allak,
P334113,Kina,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P334113,Sanda-pi,Huli,undirected,Ina-šar-Bel-allak,
P334113,Sanda-pi,Kuza,undirected,Ina-šar-Bel-allak,
P334113,Sanda-pi,Ahu-lurši,undirected,Ina-šar-Bel-allak,
P334113,Sanda-pi,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P334113,Huli,Kuza,undirected,Ina-šar-Bel-allak,
P334113,Huli,Ahu-lurši,undirected,Ina-šar-Bel-allak,
P334113,Huli,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P334113,Kuza,Ahu-lurši,undirected,Ina-šar-Bel-allak,
P334113,Kuza,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P334113,Ahu-lurši,Ubru-Babili,undirected,Ina-šar-Bel-allak,
P314232,Aššur-reši-išši,Kibabiše,undirected,Sargon II,
P314232,Aššur-reši-išši,Ašpa-bara,undirected,Sargon II,
P314232,Kibabiše,Ašpa-bara,undirected,Sargon II,
P334567,Nabu-deʾiq,Nani,undirected,Nabu-deʾiq,
P334567,Nabu-deʾiq,Ahu-illika,undirected,Nabu-deʾiq,
P334567,Nabu-deʾiq,Zabina-ili,undirected,Nabu-deʾiq,
P334567,Nani,Ahu-illika,undirected,Nabu-deʾiq,
P334567,Nani,Zabina-ili,undirected,Nabu-deʾiq,
P334567,Ahu-illika,Zabina-ili,undirected,Nabu-deʾiq,
P334773,Gidgiddanu,Marduk-remanni,undirected,Sin-ahhe-eriba,
P334442,Nagaha,Ilu-piya-uṣur,undirected,Taklak-ana-Bel,
P334442,Nagaha,Taklak-ana-Bel,undirected,Taklak-ana-Bel,
P334442,Ilu-piya-uṣur,Taklak-ana-Bel,undirected,Taklak-ana-Bel,
P393866,Nabu-dur-maki,Nabu-bel-šumati,undirected,"NN, Nabu-dur-makie",
P334049,Ṭab-šar-Aššur,Arbailayu,undirected,Ṭab-šar-Aššur,
P334211,Aplaya,Šarru-lu-dari,undirected,Išmanni-Aššur,
P334211,Aplaya,Išmanni-Aššur,undirected,Išmanni-Aššur,
P334211,Šarru-lu-dari,Išmanni-Aššur,undirected,Išmanni-Aššur,
P334592,Nabu-belu-uṣur,Dinanu,undirected,"Nabu-belu-uṣur, Dinanu",
P334592,Nabu-belu-uṣur,Bar-Ṣaruri,undirected,"Nabu-belu-uṣur, Dinanu",
P334592,Dinanu,Bar-Ṣaruri,undirected,"Nabu-belu-uṣur, Dinanu",
P334328,Ṭab-ṣil-Ešarra,Kiṣir-Aššur,undirected,Ṭab-ṣil-Ešarra,
P334519,Sin-ahhe-eriba,Bel-eṭir,undirected,Sin-ahhe-eriba,
P334519,Sin-ahhe-eriba,Nabu-eṭir-napšati,undirected,Sin-ahhe-eriba,
P334519,Sin-ahhe-eriba,Nabu-mušallim,undirected,Sin-ahhe-eriba,
P334519,Bel-eṭir,Nabu-eṭir-napšati,undirected,Sin-ahhe-eriba,
P334519,Bel-eṭir,Nabu-mušallim,undirected,Sin-ahhe-eriba,
P334519,Nabu-eṭir-napšati,Nabu-mušallim,undirected,Sin-ahhe-eriba,
P334631,Nabu-duru-uṣur,Ilaʾi-Bel,undirected,Ilaʾi-Bel,
P334631,Nabu-duru-uṣur,Tarriki-hallu,undirected,Ilaʾi-Bel,
P334631,Ilaʾi-Bel,Tarriki-hallu,undirected,Ilaʾi-Bel,
P334918,Ṭab-šar-Aššur,Keni,undirected,Ṭab-šar-Aššur,
P313497,Ṭab-šar-Aššur,Metunu,undirected,Ṭab-šar-Aššur,
P313497,Ṭab-šar-Aššur,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,
P313497,Metunu,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,
P334718,Nani,Zeru-ibni,undirected,Nabu-pašir,
P334100,Zeru-ibni,Marduk-eriba,undirected,Zeru-ibni,
P334051,Ṭab-šar-Aššur,Paqaha,undirected,Ṭab-šar-Aššur,
P334288,Aššur-bani,Aššur-šumu-kaʾʾin,undirected,Aššur-bani,
P334335,Ṭab-šar-Aššur,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,
P334910,Huziru,Šarru-emuranni,undirected,Šulmanu-...,
P334789,Nabu-duru-uṣur,Arihu,undirected,Arihu,
P334172,Aššur-bani,Sili,undirected,Aššur-bani,
P313437,Ṭab-šar-Aššur,Kiṣir-Aššur,undirected,Ṭab-šar-Aššur,
P334721,Aššur-reṣuwa,Šulmu-beli,undirected,Sin-ahhe-eriba,
P334721,Aššur-reṣuwa,Urzana,undirected,Sin-ahhe-eriba,
P334721,Aššur-reṣuwa,Šarru-lu-dari,undirected,Sin-ahhe-eriba,
P334721,Šulmu-beli,Urzana,undirected,Sin-ahhe-eriba,
P334721,Šulmu-beli,Šarru-lu-dari,undirected,Sin-ahhe-eriba,
P334721,Urzana,Šarru-lu-dari,undirected,Sin-ahhe-eriba,
P313505,Dada,Adad-iriba,undirected,,
P334127,Išmanni-Aššur,Adad-nuri,undirected,Išmanni-Aššur,
P313439,Aššur-šumu-kaʾʾin,Zeru-ibni,undirected,Aššur-šumu-kaʾʾin,
P334728,Ṭab-ṣil-Ešarra,Zeru-ibni,undirected,Ṭab-ṣil-Ešarra,
P334037,Ṭab-ṣil-Ešarra,Nabu-bel-šumati,undirected,Ṭab-ṣil-Ešarra,
P334174,Aššur-bani,Ziziru,undirected,Aššur-bani,
P334124,Amar-ili,Mardu,undirected,Amar-ili,
P313427,Nabu-zer-ketti-lešir,Gidgiddanu,undirected,Nabu-zer-ketti-lešir,
P334190,Ašipa,Nabu-šezibanni,undirected,Sargon II,
P334314,Ṭab-šar-Aššur,Aššur-šumu-kaʾʾin,undirected,Ṭab-šar-Aššur,
P334079,Nabu-pašir,Gir-Dadi,undirected,Nabu-pašir,
P334079,Nabu-pašir,Seʾ-lukidi,undirected,Nabu-pašir,
P334079,Gir-Dadi,Seʾ-lukidi,undirected,Nabu-pašir,
P334079,Seʾ-lukidi,Gir-Dadi,undirected,Nabu-pašir,
P334158,Hunni,Sin-ahhe-eriba,undirected,Hunni,
P334158,Sin-ahhe-eriba,Hunni,undirected,Hunni,
P334214,Nabu-deʾiq,Akburu,undirected,Nabu-deʾiq,
P334214,Nabu-deʾiq,Adda-šumki,undirected,Nabu-deʾiq,
P334214,Nabu-deʾiq,Labarmu,undirected,Nabu-deʾiq,
P334214,Nabu-deʾiq,Appa,undirected,Nabu-deʾiq,
P334214,Akburu,Adda-šumki,undirected,Nabu-deʾiq,
P334214,Akburu,Labarmu,undirected,Nabu-deʾiq,
P334214,Akburu,Appa,undirected,Nabu-deʾiq,
P334214,Adda-šumki,Labarmu,undirected,Nabu-deʾiq,
P334214,Adda-šumki,Appa,undirected,Nabu-deʾiq,
P334214,Labarmu,Appa,undirected,Nabu-deʾiq,
P313435,Nabu-pašir,Kiṣir-Aššur,undirected,Nabu-pašir,
P224485,Aššur-šarru-uṣur,Mita,undirected,Sargon II,
P224485,Aššur-šarru-uṣur,Urik,undirected,Sargon II,
P224485,Aššur-šarru-uṣur,Urpalaʾa,undirected,Sargon II,
P224485,Aššur-šarru-uṣur,Kilar,undirected,Sargon II,
P224485,Aššur-šarru-uṣur,Balassu,undirected,Sargon II,
P224485,Aššur-šarru-uṣur,Aplaya,undirected,Sargon II,
P224485,Mita,Urik,undirected,Sargon II,
P224485,Mita,Urpalaʾa,undirected,Sargon II,
P224485,Mita,Kilar,undirected,Sargon II,
P224485,Mita,Balassu,undirected,Sargon II,
P224485,Mita,Aplaya,undirected,Sargon II,
P224485,Urik,Mita,undirected,Sargon II,
P224485,Urik,Urpalaʾa,undirected,Sargon II,
P224485,Urik,Kilar,undirected,Sargon II,
P224485,Urik,Balassu,undirected,Sargon II,
P224485,Urik,Aplaya,undirected,Sargon II,
P224485,Urpalaʾa,Kilar,undirected,Sargon II,
P224485,Urpalaʾa,Balassu,undirected,Sargon II,
P224485,Urpalaʾa,Aplaya,undirected,Sargon II,
P224485,Kilar,Urpalaʾa,undirected,Sargon II,
P224485,Kilar,Balassu,undirected,Sargon II,
P224485,Kilar,Aplaya,undirected,Sargon II,
P224485,Balassu,Aplaya,undirected,Sargon II,
P334039,Ṭab-ṣil-Ešarra,Gurdi,undirected,Ṭab-ṣil-Ešarra,
P334039,Ṭab-ṣil-Ešarra,Keni,undirected,Ṭab-ṣil-Ešarra,
P334039,Gurdi,Keni,undirected,Ṭab-ṣil-Ešarra,
P334195,Nabu-duru-uṣur,Mannu-ki-Aššur,undirected,Sargon II,
P334195,Nabu-duru-uṣur,Aššur-balti-niše,undirected,Sargon II,
P334195,Mannu-ki-Aššur,Aššur-balti-niše,undirected,Sargon II,
P334830,Duri-Adad,Adad-abuʾa,undirected,,
P334830,Duri-Adad,Ubru-Libbali,undirected,,
P334830,Duri-Adad,Aššur-belu-taqqin,undirected,,
P334830,Adad-abuʾa,Ubru-Libbali,undirected,,
P334830,Adad-abuʾa,Aššur-belu-taqqin,undirected,,
P334830,Ubru-Libbali,Aššur-belu-taqqin,undirected,,
P313626,Rahdiaba,Aššur-balti-niše,undirected,Palace supervisor,
P334396,Ṭab-ṣil-Ešarra,Simanayu,undirected,Ṭab-ṣil-Ešarra,
P334396,Ṭab-ṣil-Ešarra,Nabu-balliṭ,undirected,Ṭab-ṣil-Ešarra,
P334396,Ṭab-ṣil-Ešarra,Aššur-naʾdi,undirected,Ṭab-ṣil-Ešarra,
P334396,Simanayu,Nabu-balliṭ,undirected,Ṭab-ṣil-Ešarra,
P334396,Simanayu,Aššur-naʾdi,undirected,Ṭab-ṣil-Ešarra,
P334396,Nabu-balliṭ,Aššur-naʾdi,undirected,Ṭab-ṣil-Ešarra,
P314273,Nabu-deʾiq,Tabni-ilu,undirected,Nabu-deʾiq,
P314273,Nabu-deʾiq,Nabu-šezib,undirected,Nabu-deʾiq,
P314273,Tabni-ilu,Nabu-šezib,undirected,Nabu-deʾiq,
P224417,Adda-hati,Dannaya,undirected,Adda-hati,
P334922,Ašpa-bara,Lutu,undirected,Sargon II,
P336597,Ṭab-šar-Aššur,Aššur-bessunu,undirected,Ṭab-šar-Aššur,
P334610,Samnuha-belu-uṣur,Samnuha-bessunu,undirected,Samnuha-belu-uṣur,
P334170,Aššur-bani,Saʾilu,undirected,Aššur-bani,
P334170,Aššur-bani,Sadiru,undirected,Aššur-bani,
P334170,Saʾilu,Sadiru,undirected,Aššur-bani,
P334170,Sadiru,Saʾilu,undirected,Aššur-bani,
P334050,Ṭab-šar-Aššur,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,
P334050,Ṭab-šar-Aššur,Ariye,undirected,Ṭab-šar-Aššur,
P334050,Aššur-reṣuwa,Ariye,undirected,Ṭab-šar-Aššur,
P334435,Lili,Aššur-nadin-ahhe,undirected,Ṭab-šar-Aššur,
P334443,Nabu-pašir,Arbayu,undirected,Nabu-pašir,
P334443,Nabu-pašir,Šamaš-ilaʾi,undirected,Nabu-pašir,
P334443,Nabu-pašir,Epa,undirected,Nabu-pašir,
P334443,Arbayu,Šamaš-ilaʾi,undirected,Nabu-pašir,
P334443,Arbayu,Epa,undirected,Nabu-pašir,
P334443,Šamaš-ilaʾi,Epa,undirected,Nabu-pašir,
P334209,Adad-ibni,Aššur-ilaʾi,undirected,Adad-ibni,
P334209,Adad-ibni,Urdu-Issar,undirected,Adad-ibni,
P334209,Adad-ibni,Ṣil-Šamaš,undirected,Adad-ibni,
P334209,Adad-ibni,Bel-deni-amur,undirected,Adad-ibni,
P334209,Adad-ibni,Patamu,undirected,Adad-ibni,
P334209,Aššur-ilaʾi,Urdu-Issar,undirected,Adad-ibni,
P334209,Aššur-ilaʾi,Ṣil-Šamaš,undirected,Adad-ibni,
P334209,Aššur-ilaʾi,Bel-deni-amur,undirected,Adad-ibni,
P334209,Aššur-ilaʾi,Patamu,undirected,Adad-ibni,
P334209,Urdu-Issar,Ṣil-Šamaš,undirected,Adad-ibni,
P334209,Urdu-Issar,Bel-deni-amur,undirected,Adad-ibni,
P334209,Urdu-Issar,Patamu,undirected,Adad-ibni,
P334209,Ṣil-Šamaš,Bel-deni-amur,undirected,Adad-ibni,
P334209,Ṣil-Šamaš,Patamu,undirected,Adad-ibni,
P334209,Bel-deni-amur,Patamu,undirected,Adad-ibni,
P334332,Ṭab-ṣil-Ešarra,Naʾdi-ilu,undirected,Ṭab-ṣil-Ešarra,
