id_text,source,target,Type,ancient_author
P334045,Ṭab-ṣil-Ešarra,Šarru-emuranni,undirected,Ṭab-ṣil-Ešarra
P334045,Ṭab-ṣil-Ešarra,Šarru-nuri,undirected,Ṭab-ṣil-Ešarra
P334045,Šarru-emuranni,Šarru-nuri,undirected,Ṭab-ṣil-Ešarra
P334135,Kiṣir-Aššur,Šep-Aššur,undirected,Kiṣir-Aššur
P313425,Bel-liqbi,Ammi-leti,undirected,Bel-liqbi
P313425,Bel-liqbi,Amiru,undirected,Bel-liqbi
P313425,Bel-liqbi,Abattu,undirected,Bel-liqbi
P313425,Bel-liqbi,Qanni,undirected,Bel-liqbi
P313425,Ammi-leti,Amiru,undirected,Bel-liqbi
P313425,Ammi-leti,Abattu,undirected,Bel-liqbi
P313425,Ammi-leti,Qanni,undirected,Bel-liqbi
P313425,Amiru,Abattu,undirected,Bel-liqbi
P313425,Amiru,Qanni,undirected,Bel-liqbi
P313425,Abattu,Qanni,undirected,Bel-liqbi
P334588,Tariba-Issar,Raṣappaya,undirected,Tariba-Issar
P334588,Tariba-Issar,Ṣil-Bel,undirected,Tariba-Issar
P334588,Raṣappaya,Ṣil-Bel,undirected,Tariba-Issar
P224431,Bel-duri,Adad-isseʾa,undirected,Bel-duri
P224431,Bel-duri,Bel-lešir,undirected,Bel-duri
P224431,Bel-duri,Abu-lešir,undirected,Bel-duri
P224431,Bel-duri,Šamaš-ahu-iddina,undirected,Bel-duri
P224431,Adad-isseʾa,Bel-lešir,undirected,Bel-duri
P224431,Adad-isseʾa,Abu-lešir,undirected,Bel-duri
P224431,Adad-isseʾa,Šamaš-ahu-iddina,undirected,Bel-duri
P224431,Bel-lešir,Abu-lešir,undirected,Bel-duri
P224431,Bel-lešir,Šamaš-ahu-iddina,undirected,Bel-duri
P224431,Abu-lešir,Šamaš-ahu-iddina,undirected,Bel-duri
P224431,Šamaš-ahu-iddina,Abu-lešir,undirected,Bel-duri
P334080,Nabu-pašir,Dadi-suri,undirected,Nabu-pašir
P334080,Nabu-pašir,Raʾsunu,undirected,Nabu-pašir
P334080,Nabu-pašir,Gabbu-amur,undirected,Nabu-pašir
P334080,Nabu-pašir,Remanni-Adad,undirected,Nabu-pašir
P334080,Dadi-suri,Raʾsunu,undirected,Nabu-pašir
P334080,Dadi-suri,Gabbu-amur,undirected,Nabu-pašir
P334080,Dadi-suri,Remanni-Adad,undirected,Nabu-pašir
P334080,Raʾsunu,Gabbu-amur,undirected,Nabu-pašir
P334080,Raʾsunu,Remanni-Adad,undirected,Nabu-pašir
P334080,Gabbu-amur,Raʾsunu,undirected,Nabu-pašir
P334080,Gabbu-amur,Remanni-Adad,undirected,Nabu-pašir
P224395,Adda-hati,Amiru,undirected,Adda-hati
P224395,Adda-hati,Bel-iqbi,undirected,Adda-hati
P224395,Amiru,Bel-iqbi,undirected,Adda-hati
P334568,Nabu-deʾiq,Adad-ibni,undirected,Nabu-deʾiq
P334687,Adad-remanni,Nabu-šumu-iddina,undirected,Taklak-ana-Bel
P334102,Zeru-ibni,Zari,undirected,Zeru-ibni
P224447,Bel-duri,Ilu-mušezib,undirected,Bel-duri
P224447,Bel-duri,Bel-emuranni,undirected,Bel-duri
P224447,Bel-duri,Kubaba-ereš,undirected,Bel-duri
P224447,Bel-duri,Ilu-biʾdi,undirected,Bel-duri
P224447,Bel-duri,Tuqunu,undirected,Bel-duri
P224447,Bel-duri,Kimumaya,undirected,Bel-duri
P224447,Bel-duri,Nabu-šezib,undirected,Bel-duri
P224447,Bel-duri,Aššur-ereš,undirected,Bel-duri
P224447,Ilu-mušezib,Bel-emuranni,undirected,Bel-duri
P224447,Ilu-mušezib,Kubaba-ereš,undirected,Bel-duri
P224447,Ilu-mušezib,Ilu-biʾdi,undirected,Bel-duri
P224447,Ilu-mušezib,Tuqunu,undirected,Bel-duri
P224447,Ilu-mušezib,Kimumaya,undirected,Bel-duri
P224447,Ilu-mušezib,Nabu-šezib,undirected,Bel-duri
P224447,Ilu-mušezib,Aššur-ereš,undirected,Bel-duri
P224447,Bel-emuranni,Kubaba-ereš,undirected,Bel-duri
P224447,Bel-emuranni,Ilu-biʾdi,undirected,Bel-duri
P224447,Bel-emuranni,Tuqunu,undirected,Bel-duri
P224447,Bel-emuranni,Kimumaya,undirected,Bel-duri
P224447,Bel-emuranni,Nabu-šezib,undirected,Bel-duri
P224447,Bel-emuranni,Aššur-ereš,undirected,Bel-duri
P224447,Kubaba-ereš,Ilu-biʾdi,undirected,Bel-duri
P224447,Kubaba-ereš,Tuqunu,undirected,Bel-duri
P224447,Kubaba-ereš,Kimumaya,undirected,Bel-duri
P224447,Kubaba-ereš,Nabu-šezib,undirected,Bel-duri
P224447,Kubaba-ereš,Aššur-ereš,undirected,Bel-duri
P224447,Ilu-biʾdi,Tuqunu,undirected,Bel-duri
P224447,Ilu-biʾdi,Kimumaya,undirected,Bel-duri
P224447,Ilu-biʾdi,Nabu-šezib,undirected,Bel-duri
P224447,Ilu-biʾdi,Aššur-ereš,undirected,Bel-duri
P224447,Tuqunu,Kimumaya,undirected,Bel-duri
P224447,Tuqunu,Nabu-šezib,undirected,Bel-duri
P224447,Tuqunu,Aššur-ereš,undirected,Bel-duri
P224447,Kimumaya,Nabu-šezib,undirected,Bel-duri
P224447,Kimumaya,Aššur-ereš,undirected,Bel-duri
P224447,Nabu-šezib,Aššur-ereš,undirected,Bel-duri
P334142,Sin-ahhe-eriba,Aššur-reṣuwa,undirected,Sin-ahhe-eriba
P334142,Sin-ahhe-eriba,Kaqqadanu,undirected,Sin-ahhe-eriba
P334142,Sin-ahhe-eriba,Nabu-leʾi,undirected,Sin-ahhe-eriba
P334142,Sin-ahhe-eriba,Ahat-abiša,undirected,Sin-ahhe-eriba
P334142,Aššur-reṣuwa,Kaqqadanu,undirected,Sin-ahhe-eriba
P334142,Aššur-reṣuwa,Nabu-leʾi,undirected,Sin-ahhe-eriba
P334142,Aššur-reṣuwa,Ahat-abiša,undirected,Sin-ahhe-eriba
P334142,Kaqqadanu,Aššur-reṣuwa,undirected,Sin-ahhe-eriba
P334142,Kaqqadanu,Nabu-leʾi,undirected,Sin-ahhe-eriba
P334142,Kaqqadanu,Ahat-abiša,undirected,Sin-ahhe-eriba
P334142,Nabu-leʾi,Ahat-abiša,undirected,Sin-ahhe-eriba
P334284,Bel-liqbi,Nabu-uṣalla,undirected,Bel-liqbi
P334284,Bel-liqbi,Yaʾiru,undirected,Bel-liqbi
P334284,Bel-liqbi,Sin-iddina,undirected,Bel-liqbi
P334284,Bel-liqbi,Adda-hati,undirected,Bel-liqbi
P334284,Bel-liqbi,Ammi-leti,undirected,Bel-liqbi
P334284,Bel-liqbi,Amiru,undirected,Bel-liqbi
P334284,Bel-liqbi,Ašapi,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Yaʾiru,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Sin-iddina,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Adda-hati,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Ammi-leti,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Amiru,undirected,Bel-liqbi
P334284,Nabu-uṣalla,Ašapi,undirected,Bel-liqbi
P334284,Yaʾiru,Sin-iddina,undirected,Bel-liqbi
P334284,Yaʾiru,Adda-hati,undirected,Bel-liqbi
P334284,Yaʾiru,Ammi-leti,undirected,Bel-liqbi
P334284,Yaʾiru,Amiru,undirected,Bel-liqbi
P334284,Yaʾiru,Ašapi,undirected,Bel-liqbi
P334284,Sin-iddina,Adda-hati,undirected,Bel-liqbi
P334284,Sin-iddina,Ammi-leti,undirected,Bel-liqbi
P334284,Sin-iddina,Amiru,undirected,Bel-liqbi
P334284,Sin-iddina,Ašapi,undirected,Bel-liqbi
P334284,Adda-hati,Ammi-leti,undirected,Bel-liqbi
P334284,Adda-hati,Amiru,undirected,Bel-liqbi
P334284,Adda-hati,Ašapi,undirected,Bel-liqbi
P334284,Ammi-leti,Amiru,undirected,Bel-liqbi
P334284,Ammi-leti,Ašapi,undirected,Bel-liqbi
P334284,Amiru,Ašapi,undirected,Bel-liqbi
P334715,Bel-liqbi,Aššur-dalal,undirected,Bel-liqbi
