id_text,source,target,Type,ancient_author,recipient,dossier,senderloc,sender_title 
P313497,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Metunu,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Metunu,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Metunu,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Aššur-reṣuwa,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Aššur-reṣuwa,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P313497,Aššur-reṣuwa,Metunu,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.b,Royal Court,LÚIGI.DUB GAL-u
P334213,Šarru,Ṭab-ṣil-Ešarra,undirected,Ṭab-ṣil-Ešarra,Sargon II,SAA01.04.01.b,Ashur,LÚGAR.KUR ŠÀ-URU
P334213,Ṭab-ṣil-Ešarra,Šarru,undirected,Ṭab-ṣil-Ešarra,Sargon II,SAA01.04.01.b,Ashur,LÚGAR.KUR ŠÀ-URU
P334118,Šarru,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334118,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334199,Šarru-emuranni,Bel-iddina,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334199,Šarru-emuranni,Nabu-hamatua,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334199,Bel-iddina,Nabu-hamatua,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334199,Bel-iddina,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334199,Nabu-hamatua,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334199,Nabu-hamatua,Bel-iddina,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.a,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313547,Ašipa,Ubru-Palil,undirected,unassigned vassal king,Sargon II,SAA05.03.02.c,Vassal Kingdom,
P313547,Ubru-Palil,Ašipa,undirected,unassigned vassal king,Sargon II,SAA05.03.02.c,Vassal Kingdom,
P313470,Aššur-belu-uṣur,Lutu,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Aššur-belu-uṣur,Šamaš-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Aššur-belu-uṣur,Eni-il,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Lutu,Šamaš-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Lutu,Eni-il,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Lutu,Aššur-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Šamaš-belu-uṣur,Eni-il,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Šamaš-belu-uṣur,Aššur-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Šamaš-belu-uṣur,Lutu,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Eni-il,Aššur-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Eni-il,Lutu,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P313470,Eni-il,Šamaš-belu-uṣur,undirected,Aššur-belu-uṣur,Sargon II,SAA15.03.02.c,Kisheshim,
P334718,Nani,Zeru-ibni,undirected,Nabu-pašir,Sargon II,SAA01.09.04.c,Harran,
P334718,Zeru-ibni,Nani,undirected,Nabu-pašir,Sargon II,SAA01.09.04.c,Harran,
P334683,Marduk-šarrani,Marduk-apla-iddina,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334683,Marduk-šarrani,Mar-Yakin,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334683,Marduk-apla-iddina,Marduk-šarrani,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334683,Marduk-apla-iddina,Mar-Yakin,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334683,Mar-Yakin,Marduk-šarrani,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334683,Mar-Yakin,Marduk-apla-iddina,undirected,Il-yadaʾ or Šarru-emuranni,Sargon II,SAA15.06.01 or SAA15.07.01.c,Dur-Kurigalzu or Babylon,LÚGAR.KUR BÀD.ANKI or [šá? KÁ.DIN]GIR.RAKI
P334100,Zeru-ibni,Marduk-eriba,undirected,Zeru-ibni,Sargon II,SAA01.10.01.a,Raṣappa,LÚGAR.KUR URUra-ṣa-pa
P334100,Marduk-eriba,Zeru-ibni,undirected,Zeru-ibni,Sargon II,SAA01.10.01.a,Raṣappa,LÚGAR.KUR URUra-ṣa-pa
P334137,Naʾdi-ilu,Nabu-remanni,undirected,Naʾdi-ilu,Sargon II,SAA05.04.02.a,Rab Šaqê Province,
P334137,Nabu-remanni,Naʾdi-ilu,undirected,Naʾdi-ilu,Sargon II,SAA05.04.02.a,Rab Šaqê Province,
P334051,Šarru,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334051,Šarru,Paqaha,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334051,Ṭab-šar-Aššur,Paqaha,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334051,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334051,Paqaha,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334051,Paqaha,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334716,Il-yadaʾ,Marduk-apla-iddina,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P334716,Marduk-apla-iddina,Il-yadaʾ,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P334152,Nabu-hamatua,Bel-iddina,undirected,Nabu-hamatua,Sargon II,SAA05.10.02.a,Mazamua,
P334152,Bel-iddina,Nabu-hamatua,undirected,Nabu-hamatua,Sargon II,SAA05.10.02.a,Mazamua,
P313483,Il-yadaʾ,Mar-Yakin,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Il-yadaʾ,Bel-uduʾa,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Il-yadaʾ,Eṭiru,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Il-yadaʾ,Nabu-ušallim,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Mar-Yakin,Bel-uduʾa,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Mar-Yakin,Eṭiru,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Mar-Yakin,Nabu-ušallim,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Mar-Yakin,Il-yadaʾ,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Bel-uduʾa,Eṭiru,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Bel-uduʾa,Nabu-ušallim,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Bel-uduʾa,Il-yadaʾ,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Bel-uduʾa,Mar-Yakin,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Eṭiru,Nabu-ušallim,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Eṭiru,Il-yadaʾ,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Eṭiru,Mar-Yakin,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Eṭiru,Bel-uduʾa,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Nabu-ušallim,Il-yadaʾ,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Nabu-ušallim,Mar-Yakin,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Nabu-ušallim,Bel-uduʾa,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P313483,Nabu-ušallim,Eṭiru,undirected,Il-yadaʾ,Sargon II,SAA15.06.01.c,Dur-Kurigalzu,LÚGAR.KUR BÀD.ANKI
P334205,Šarru-emuranni,Dada,undirected,Šarru-emuranni,Sargon II,SAA05.12.04.a,Qunbuna,
P334205,Dada,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.12.04.a,Qunbuna,
P334048,Šarru,Ṭab-ṣil-Ešarra,undirected,Ṭab-ṣil-Ešarra,Sargon II,SAA01.04.01.a,Ashur,LÚGAR.KUR ŠÀ-URU
P334048,Ṭab-ṣil-Ešarra,Šarru,undirected,Ṭab-ṣil-Ešarra,Sargon II,SAA01.04.01.a,Ashur,LÚGAR.KUR ŠÀ-URU
P334288,Aššur-bani,Aššur-šumu-kaʾʾin,undirected,Aššur-bani,Sargon II,SAA01.05.02.a,Calah,LÚGAR.KUR URUkal-hu
P334288,Aššur-šumu-kaʾʾin,Aššur-bani,undirected,Aššur-bani,Sargon II,SAA01.05.02.a,Calah,LÚGAR.KUR URUkal-hu
P313849,Il-yadaʾ,Nabu-belu-kaʾʾin,undirected,Nabu-šumu-iddina,Sargon II,SAA15.05.03.c,Lahiru,LÚGAL-bir-ti
P313849,Nabu-belu-kaʾʾin,Il-yadaʾ,undirected,Nabu-šumu-iddina,Sargon II,SAA15.05.03.c,Lahiru,LÚGAL-bir-ti
P334335,Šarru,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334335,Šarru,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334335,Ṭab-šar-Aššur,Aššur-reṣuwa,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334335,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334335,Aššur-reṣuwa,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334335,Aššur-reṣuwa,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334711,Eṭiru,Bel-ibni,undirected,(unknown),Sargon II,SAA15.07.04.c,Central or Southern Babylonia,
P334711,Bel-ibni,Eṭiru,undirected,(unknown),Sargon II,SAA15.07.04.c,Central or Southern Babylonia,
P334888,Nabu-hamatua,Kuškaya,undirected,Kuškaya,Nabu-hamatua,SAA05.10.03.a,Mazamua,
P334888,Kuškaya,Nabu-hamatua,undirected,Kuškaya,Nabu-hamatua,SAA05.10.03.a,Mazamua,
P313607,Ada,Lullupaya,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P313607,Ada,Ammi-raʾi,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P313607,Lullupaya,Ammi-raʾi,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P313607,Lullupaya,Ada,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P313607,Ammi-raʾi,Ada,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P313607,Ammi-raʾi,Lullupaya,undirected,Šulmu-beli,Vizier,SAA05.08.01.c,Eastern Kurdistan,LÚ*2-ú ša LÚ*600-É.GAL
P334507,Marduk-šarru-uṣur,Erra-dala,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334507,Marduk-šarru-uṣur,Bel-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334507,Erra-dala,Bel-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334507,Erra-dala,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334507,Bel-uṣur,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334507,Bel-uṣur,Erra-dala,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P313883,Aššur-alik-pani,Nergal-šarrani,undirected,"Aššur-alik-pani, Nergal-šarrani",Sargon II,SAA05.08.13.b,Eastern Kurdistan,
P313883,Nergal-šarrani,Aššur-alik-pani,undirected,"Aššur-alik-pani, Nergal-šarrani",Sargon II,SAA05.08.13.b,Eastern Kurdistan,
P334337,Ariye,Ariaza,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334337,Ariye,Aššur-reṣuwa,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334337,Ariaza,Aššur-reṣuwa,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334337,Ariaza,Ariye,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334337,Aššur-reṣuwa,Ariye,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334337,Aššur-reṣuwa,Ariaza,undirected,(unknown),Sargon II,SAA05.06.03.c,Kumme,
P334316,Nabu-belu-kaʾʾin,Mar-Yakin,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.c,Diyala region,
P334316,Mar-Yakin,Nabu-belu-kaʾʾin,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.c,Diyala region,
P334846,Nabu-belu-kaʾʾin,Nergal-belu-uṣur,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.b,Diyala region,
P334846,Nergal-belu-uṣur,Nabu-belu-kaʾʾin,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.b,Diyala region,
P313496,Niya,Uaksatar,undirected,(unknown),Sargon II,SAA15.04.03.c,Kar-Sharrukin,
P313496,Uaksatar,Niya,undirected,(unknown),Sargon II,SAA15.04.03.c,Kar-Sharrukin,
P334847,Nabu-duru-uṣur,Dalta,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334847,Nabu-duru-uṣur,Umman-mina,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334847,Dalta,Umman-mina,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334847,Dalta,Nabu-duru-uṣur,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334847,Umman-mina,Nabu-duru-uṣur,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334847,Umman-mina,Dalta,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
X900012,Dalta,Nergal-eṭir,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
X900012,Dalta,Hunanu,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
X900012,Nergal-eṭir,Hunanu,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
X900012,Nergal-eṭir,Dalta,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
X900012,Hunanu,Dalta,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
X900012,Hunanu,Nergal-eṭir,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.04.01.c,Kar-Sharrukin,
P334537,Šarru-emuranni,Ahu-bani,undirected,Šarru-emuranni,Sargon II,SAA15.07.01.b,Babylon,[šá? KÁ.DIN]GIR.RAKI
P334537,Ahu-bani,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA15.07.01.b,Babylon,[šá? KÁ.DIN]GIR.RAKI
P334119,Marduk-šarru-uṣur,Ašpa-bara,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Marduk-šarru-uṣur,Kibabiše,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Marduk-šarru-uṣur,Dasukku,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Marduk-šarru-uṣur,Lutu,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Ašpa-bara,Kibabiše,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Ašpa-bara,Dasukku,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Ašpa-bara,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Ašpa-bara,Lutu,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Kibabiše,Dasukku,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Kibabiše,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Kibabiše,Lutu,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Kibabiše,Ašpa-bara,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Dasukku,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Dasukku,Kibabiše,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Dasukku,Lutu,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Dasukku,Ašpa-bara,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Lutu,Ašpa-bara,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Lutu,Marduk-šarru-uṣur,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Lutu,Kibabiše,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334119,Lutu,Dasukku,undirected,Marduk-šarru-uṣur,Sargon II,SAA15.03.04.a,Bit-Sangibuti,
P334186,Aššur-dur-paniya,Il-dala,undirected,Aššur-dur-paniya,Sargon II,SAA05.04.01.a,Rab Šaqê Province,
P334186,Il-dala,Aššur-dur-paniya,undirected,Aššur-dur-paniya,Sargon II,SAA05.04.01.a,Rab Šaqê Province,
P334055,Šarru,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334055,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334054,Šarru,Ṭab-šar-Aššur,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P334054,Ṭab-šar-Aššur,Šarru,undirected,Ṭab-šar-Aššur,Sargon II,SAA01.03.01.a,Royal Court,LÚIGI.DUB GAL-u
P313471,Šarru-emuranni,Nabu-ahu-uṣur,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Šarru-emuranni,Inṣabri,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Šarru-emuranni,Šamaš-ukin,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Nabu-ahu-uṣur,Inṣabri,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Nabu-ahu-uṣur,Šamaš-ukin,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Nabu-ahu-uṣur,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Inṣabri,Nabu-ahu-uṣur,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Inṣabri,Šamaš-ukin,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Inṣabri,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Šamaš-ukin,Šarru-emuranni,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Šamaš-ukin,Nabu-ahu-uṣur,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P313471,Šamaš-ukin,Inṣabri,undirected,Šarru-emuranni,Sargon II,SAA05.10.01.c,Mazamua,"KURza-mu-[a], [LÚ]GAR.KUR KURlul-lu-mi-e"
P334115,Nabu-belu-kaʾʾin,Nabu-iqiša,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.a,Diyala region,
P334115,Nabu-iqiša,Nabu-belu-kaʾʾin,undirected,Nabu-belu-kaʾʾin,Sargon II,SAA15.02.01.a,Diyala region,
P334910,Huziru,Šarru-emuranni,undirected,Šulmanu-...,Sargon II,SAA01.07.16.c,Assyria,
P334910,Šarru-emuranni,Huziru,undirected,Šulmanu-...,Sargon II,SAA01.07.16.c,Assyria,
P334731,Nabu-duru-uṣur,Lu-ahuʾa,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Nabu-duru-uṣur,Ahi-yaqar,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Nabu-duru-uṣur,Bel-emuranni,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Nabu-duru-uṣur,Eṭiru,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Lu-ahuʾa,Ahi-yaqar,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Lu-ahuʾa,Bel-emuranni,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Lu-ahuʾa,Eṭiru,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
P334731,Lu-ahuʾa,Nabu-duru-uṣur,undirected,Nabu-duru-uṣur,Governor (of Kalhu),SAA15.05.02.c,Der,
